customer_id,categories_interested,price_sensitivity,preferred_brands,preferred_styles,preferred_shopping_days
CUST-0001142,women,medium,Bellezza Studio,editorial,anytime
CUST-0001143,"beauty,men",medium,"Seaside Atelier,Bellezza Studio,Veloce Luxe",contemporary,weekend
CUST-0001144,jewelry,low,,athleisure,anytime
CUST-0001145,"beauty,accessories,women",medium,Aurelle Couture,contemporary,weekend
CUST-0001146,"accessories,women",medium,,"editorial,contemporary",weekend
CUST-0001147,"shoes,women,accessories",medium,,"designer,contemporary",weekday_evening
CUST-0001148,"shoes,home",low,,classic,anytime
CUST-0001149,women,medium,"Luxe & Co.,Aurelle Couture,Bellezza Studio","designer,contemporary",weekend
CUST-0001150,beauty,medium,"Montclair House,Veloce Luxe,Aurelle Couture",athleisure,anytime
CUST-0001151,"women,beauty,shoes",medium,Luxe & Co.,"classic,contemporary",weekday_evening
CUST-0001152,"men,beauty,women",low,"Veloce Luxe,Montclair House,Seaside Atelier","contemporary,editorial",weekday_morning
CUST-0001153,"accessories,women,handbags",medium,"Veloce Luxe,Montclair House,Aurelle Couture","designer,athleisure",weekday_morning
CUST-0001154,"beauty,handbags",medium,"Veloce Luxe,Luxe & Co.,Montclair House","designer,editorial",anytime
CUST-0001155,accessories,medium,"Luxe & Co.,Bellezza Studio","editorial,athleisure",weekday_morning
CUST-0001156,"beauty,women,accessories",low,"Seaside Atelier,Bellezza Studio","classic,contemporary",anytime
CUST-0001157,"home,men",low,,"designer,editorial",weekend
CUST-0001158,"jewelry,beauty",high,,athleisure,weekday_evening
CUST-0001159,"shoes,home",medium,Luxe & Co.,"designer,editorial",weekday_morning
CUST-0001160,"handbags,home,shoes",low,Aurelle Couture,editorial,weekday_morning
CUST-0001161,"beauty,handbags,shoes",high,,editorial,anytime
CUST-0001162,"beauty,shoes,women",medium,"Aurelle Couture,Bellezza Studio",designer,weekday_morning
CUST-0001163,"beauty,men,handbags",high,,classic,weekday_evening
CUST-0001164,shoes,low,"Bellezza Studio,Veloce Luxe",contemporary,weekday_morning
CUST-0001165,"accessories,men,handbags",medium,Bellezza Studio,"designer,editorial",weekday_evening
CUST-0001166,"accessories,men,shoes",medium,"Aurelle Couture,Veloce Luxe,Luxe & Co.","editorial,classic",weekday_morning
CUST-0001167,"shoes,men,women",high,"Aurelle Couture,Montclair House","editorial,contemporary",weekday_evening
CUST-0001168,"shoes,jewelry",medium,Seaside Atelier,"classic,contemporary",anytime
CUST-0001169,"home,accessories,handbags",low,"Aurelle Couture,Seaside Atelier",contemporary,weekday_evening
CUST-0001170,"women,handbags",medium,Montclair House,"editorial,classic",weekday_evening
CUST-0001171,"accessories,handbags",low,"Aurelle Couture,Seaside Atelier","designer,classic",weekday_morning
CUST-0001172,"shoes,accessories,jewelry",medium,,classic,weekday_morning
CUST-0001173,"handbags,home",medium,Montclair House,designer,weekday_evening
CUST-0001174,home,low,"Montclair House,Veloce Luxe",classic,anytime
CUST-0001175,"shoes,home",low,Luxe & Co.,"athleisure,contemporary",weekday_evening
CUST-0001176,"shoes,men,women",medium,"Veloce Luxe,Aurelle Couture,Montclair House",designer,anytime
CUST-0001177,"women,home",medium,"Seaside Atelier,Bellezza Studio",designer,anytime
CUST-0001178,"handbags,accessories,jewelry",medium,,"designer,classic",weekend
CUST-0001179,men,medium,"Montclair House,Luxe & Co.",contemporary,anytime
CUST-0001180,"handbags,jewelry,accessories",low,,"designer,athleisure",weekday_morning
CUST-0001181,home,medium,"Seaside Atelier,Bellezza Studio,Aurelle Couture",classic,weekend
CUST-0001182,"men,beauty",medium,"Bellezza Studio,Seaside Atelier,Aurelle Couture","designer,classic",weekday_morning
CUST-0001183,"beauty,shoes,jewelry",medium,"Montclair House,Aurelle Couture",contemporary,weekday_evening
CUST-0001184,"jewelry,accessories,women",high,"Aurelle Couture,Luxe & Co.","classic,contemporary",weekday_evening
CUST-0001185,beauty,medium,"Seaside Atelier,Bellezza Studio,Aurelle Couture",editorial,weekday_evening
CUST-0001186,"handbags,women,jewelry",medium,Aurelle Couture,"classic,athleisure",weekday_evening
CUST-0001187,women,medium,"Luxe & Co.,Veloce Luxe,Bellezza Studio",classic,weekday_morning
CUST-0001188,"men,beauty",medium,,designer,weekday_evening
CUST-0001189,women,low,"Luxe & Co.,Montclair House",editorial,anytime
CUST-0001190,men,low,Seaside Atelier,editorial,anytime
CUST-0001191,women,medium,"Montclair House,Veloce Luxe,Aurelle Couture",contemporary,anytime
CUST-0001192,"beauty,home,handbags",medium,,athleisure,weekday_morning
CUST-0001193,"men,beauty,accessories",low,,"designer,athleisure",weekday_evening
CUST-0001194,"jewelry,handbags,men",medium,,"classic,contemporary",anytime
CUST-0001195,shoes,low,"Seaside Atelier,Luxe & Co.","editorial,classic",weekday_morning
CUST-0001196,"accessories,jewelry",medium,"Luxe & Co.,Aurelle Couture,Montclair House","classic,designer",weekday_evening
CUST-0001197,home,high,"Montclair House,Aurelle Couture,Veloce Luxe","classic,editorial",anytime
CUST-0001198,"women,beauty",high,,"designer,classic",weekday_evening
CUST-0001199,"home,women,jewelry",low,"Montclair House,Veloce Luxe",editorial,weekday_morning
CUST-0001200,"home,jewelry",low,"Aurelle Couture,Seaside Atelier,Montclair House","contemporary,designer",weekday_morning
CUST-0001201,"accessories,jewelry,shoes",high,Aurelle Couture,contemporary,anytime
CUST-0001202,"handbags,accessories",medium,"Aurelle Couture,Seaside Atelier,Bellezza Studio","contemporary,editorial",weekday_morning
CUST-0001203,"accessories,shoes",medium,,classic,weekday_evening
CUST-0001204,"shoes,jewelry,beauty",low,Seaside Atelier,"contemporary,designer",weekday_morning
CUST-0001205,home,low,"Luxe & Co.,Aurelle Couture,Seaside Atelier",classic,weekend
CUST-0001206,women,high,,"editorial,designer",weekday_morning
CUST-0001207,"jewelry,beauty,handbags",medium,,"editorial,contemporary",weekend
CUST-0001208,"beauty,accessories",medium,,"contemporary,athleisure",weekend
CUST-0001209,"beauty,men,handbags",high,"Luxe & Co.,Bellezza Studio","classic,designer",anytime
CUST-0001210,"shoes,home,handbags",low,"Bellezza Studio,Aurelle Couture,Seaside Atelier",classic,weekday_evening
CUST-0001211,"jewelry,handbags",low,"Aurelle Couture,Bellezza Studio",classic,weekend
CUST-0001212,"jewelry,shoes",high,Bellezza Studio,classic,weekend
CUST-0001213,men,medium,,"designer,editorial",anytime
CUST-0001214,"home,jewelry,accessories",medium,"Aurelle Couture,Bellezza Studio","editorial,contemporary",anytime
CUST-0001215,"home,jewelry,beauty",medium,"Aurelle Couture,Montclair House","athleisure,classic",weekday_evening
CUST-0001216,"handbags,accessories,shoes",medium,"Bellezza Studio,Luxe & Co.,Veloce Luxe","designer,classic",weekend
CUST-0001217,"jewelry,men,handbags",medium,Montclair House,athleisure,weekend
CUST-0001218,"handbags,jewelry",medium,Veloce Luxe,designer,weekday_morning
CUST-0001219,"shoes,accessories",medium,"Montclair House,Seaside Atelier",athleisure,anytime
CUST-0001220,"jewelry,women,home",high,Luxe & Co.,designer,anytime
CUST-0001221,"jewelry,accessories",medium,,"editorial,contemporary",weekend
CUST-0001222,"handbags,home",medium,"Montclair House,Veloce Luxe",classic,weekday_evening
CUST-0001223,"home,handbags,women",medium,"Luxe & Co.,Aurelle Couture,Seaside Atelier",athleisure,weekday_morning
CUST-0001224,"beauty,handbags",medium,Bellezza Studio,"contemporary,classic",weekday_morning
CUST-0001225,"men,beauty,accessories",medium,Bellezza Studio,"athleisure,editorial",weekday_evening
CUST-0001226,"men,home,handbags",medium,"Seaside Atelier,Bellezza Studio","classic,contemporary",anytime
CUST-0001227,"men,shoes,beauty",medium,Bellezza Studio,designer,anytime
CUST-0001228,"handbags,women",medium,"Aurelle Couture,Montclair House",athleisure,weekday_morning
CUST-0001229,shoes,medium,"Aurelle Couture,Bellezza Studio",athleisure,weekend
CUST-0001230,"jewelry,accessories,shoes",medium,"Aurelle Couture,Seaside Atelier,Montclair House",athleisure,weekday_evening
CUST-0001231,"beauty,home,men",medium,,designer,weekend
CUST-0001232,"accessories,handbags,men",low,Montclair House,"designer,classic",anytime
CUST-0001233,"men,women",high,"Aurelle Couture,Veloce Luxe","editorial,classic",anytime
CUST-0001234,"home,jewelry,men",low,"Veloce Luxe,Luxe & Co.,Seaside Atelier",designer,weekday_evening
CUST-0001235,home,medium,,"classic,contemporary",weekday_morning
CUST-0001236,"men,home",medium,,contemporary,weekend
CUST-0001237,men,low,"Aurelle Couture,Montclair House",athleisure,anytime
CUST-0001238,"men,shoes,jewelry",high,"Bellezza Studio,Veloce Luxe,Montclair House","classic,athleisure",weekday_evening
CUST-0001239,"home,beauty,jewelry",medium,"Luxe & Co.,Montclair House","contemporary,athleisure",anytime
CUST-0001240,"shoes,handbags",medium,"Veloce Luxe,Bellezza Studio,Montclair House","editorial,classic",anytime
CUST-0001241,"women,men",low,"Montclair House,Bellezza Studio","editorial,contemporary",weekday_morning
CUST-0001242,"men,shoes,accessories",low,,editorial,weekday_morning
CUST-0001243,"beauty,shoes",low,"Aurelle Couture,Bellezza Studio",designer,anytime
CUST-0001244,"shoes,women,home",low,Veloce Luxe,"designer,athleisure",weekday_morning
CUST-0001245,"accessories,women",high,,contemporary,weekday_morning
CUST-0001246,"shoes,accessories,home",medium,Montclair House,contemporary,weekday_morning
CUST-0001247,"women,beauty",medium,,contemporary,weekday_morning
CUST-0001248,"men,shoes",medium,Luxe & Co.,contemporary,weekday_morning
CUST-0001249,women,medium,,editorial,weekend
CUST-0001250,"jewelry,shoes",medium,Montclair House,"editorial,contemporary",weekend
CUST-0001251,"accessories,handbags",high,,"athleisure,contemporary",anytime
CUST-0001252,"men,home",medium,"Bellezza Studio,Montclair House","contemporary,athleisure",weekday_morning
CUST-0001253,shoes,medium,Aurelle Couture,editorial,weekday_morning
CUST-0001254,"beauty,accessories,home",low,,"editorial,athleisure",weekday_evening
CUST-0001255,"home,handbags,accessories",medium,Seaside Atelier,classic,weekend
CUST-0001256,"men,beauty,women",medium,"Bellezza Studio,Veloce Luxe,Aurelle Couture","classic,contemporary",weekday_morning
CUST-0001257,"beauty,men",medium,"Bellezza Studio,Aurelle Couture",athleisure,anytime
CUST-0001258,"accessories,women,home",medium,Luxe & Co.,classic,weekend
CUST-0001259,"beauty,men,home",medium,"Montclair House,Luxe & Co.,Veloce Luxe",contemporary,weekday_evening
CUST-0001260,"jewelry,shoes",low,Montclair House,editorial,weekday_evening
CUST-0001261,"accessories,home,shoes",medium,"Montclair House,Bellezza Studio","athleisure,contemporary",weekend
CUST-0001262,"home,handbags,men",medium,"Bellezza Studio,Luxe & Co.","editorial,athleisure",weekday_evening
CUST-0001263,"men,handbags,shoes",medium,Luxe & Co.,editorial,weekday_evening
CUST-0001264,"shoes,men,home",medium,,"classic,contemporary",weekday_morning
CUST-0001265,"women,handbags",medium,Luxe & Co.,athleisure,weekday_evening
CUST-0001266,"accessories,women",low,"Montclair House,Luxe & Co.","contemporary,classic",weekday_morning
CUST-0001267,home,medium,Veloce Luxe,"contemporary,classic",anytime
CUST-0001268,"handbags,jewelry,beauty",medium,,"athleisure,designer",weekend
CUST-0001269,beauty,low,Luxe & Co.,contemporary,anytime
CUST-0001270,"handbags,accessories",medium,"Montclair House,Luxe & Co.","athleisure,contemporary",weekday_evening
CUST-0001271,men,low,Veloce Luxe,designer,anytime
CUST-0001272,"beauty,women",medium,Luxe & Co.,editorial,weekday_evening
CUST-0001273,"men,home",medium,Veloce Luxe,"editorial,designer",weekend
CUST-0001274,"handbags,jewelry",medium,Veloce Luxe,classic,weekend
CUST-0001275,men,medium,"Aurelle Couture,Luxe & Co.",athleisure,weekday_evening
CUST-0001276,women,medium,"Aurelle Couture,Luxe & Co.,Montclair House","athleisure,classic",weekend
CUST-0001277,"home,beauty",low,"Aurelle Couture,Luxe & Co.,Bellezza Studio","contemporary,editorial",weekday_evening
CUST-0001278,"handbags,accessories,men",medium,,designer,anytime
CUST-0001279,jewelry,medium,Aurelle Couture,"athleisure,editorial",anytime
CUST-0001280,"jewelry,accessories,women",high,"Seaside Atelier,Veloce Luxe,Bellezza Studio","classic,designer",weekday_evening
CUST-0001281,shoes,medium,Montclair House,"contemporary,editorial",weekday_morning
CUST-0001282,"accessories,shoes",high,,designer,weekend
CUST-0001283,"jewelry,beauty",medium,Aurelle Couture,classic,weekend
CUST-0001284,"beauty,shoes,handbags",medium,,"classic,designer",weekend
CUST-0001285,"home,shoes,handbags",low,Bellezza Studio,"contemporary,designer",weekday_morning
CUST-0001286,"handbags,women",medium,"Luxe & Co.,Bellezza Studio,Veloce Luxe",contemporary,weekday_evening
CUST-0001287,"women,beauty",medium,,designer,weekday_evening
CUST-0001288,"handbags,women",high,Seaside Atelier,editorial,anytime
CUST-0001289,"handbags,women,home",medium,,"editorial,designer",weekday_morning
CUST-0001290,"home,accessories,handbags",medium,,"designer,contemporary",weekend
CUST-0001291,"women,accessories,jewelry",medium,,athleisure,anytime
CUST-0001292,"jewelry,home,accessories",medium,"Aurelle Couture,Veloce Luxe,Montclair House",athleisure,weekend
CUST-0001293,"handbags,women",medium,,contemporary,weekend
CUST-0001294,handbags,medium,,"designer,classic",anytime
CUST-0001295,"home,accessories,jewelry",low,"Luxe & Co.,Seaside Atelier,Bellezza Studio","contemporary,editorial",weekend
CUST-0001296,"jewelry,accessories",medium,"Seaside Atelier,Veloce Luxe",designer,weekday_evening
CUST-0001297,"accessories,men",medium,Montclair House,"designer,editorial",weekend
CUST-0001298,"accessories,beauty,men",medium,"Bellezza Studio,Seaside Atelier,Veloce Luxe",athleisure,weekday_morning
CUST-0001299,"shoes,beauty,handbags",high,,"classic,editorial",weekday_morning
CUST-0001300,handbags,medium,"Bellezza Studio,Veloce Luxe,Luxe & Co.","athleisure,editorial",anytime
CUST-0001301,"shoes,jewelry",low,Montclair House,"contemporary,designer",weekend
CUST-0001302,home,medium,"Veloce Luxe,Montclair House,Luxe & Co.",athleisure,weekday_morning
CUST-0001303,handbags,low,"Aurelle Couture,Veloce Luxe,Luxe & Co.","editorial,athleisure",weekday_evening
CUST-0001304,"home,accessories",medium,"Bellezza Studio,Luxe & Co.",classic,weekday_evening
CUST-0001305,"jewelry,accessories,men",low,"Seaside Atelier,Montclair House,Aurelle Couture","athleisure,designer",weekend
CUST-0001306,"shoes,home,men",high,"Aurelle Couture,Veloce Luxe","editorial,contemporary",weekday_evening
CUST-0001307,"accessories,jewelry",medium,"Luxe & Co.,Bellezza Studio,Montclair House","contemporary,classic",weekend
CUST-0001308,"shoes,women,home",medium,"Bellezza Studio,Veloce Luxe,Luxe & Co.",editorial,weekend
CUST-0001309,"men,accessories,shoes",low,"Bellezza Studio,Aurelle Couture",editorial,weekday_morning
CUST-0001310,"beauty,handbags,accessories",high,"Luxe & Co.,Seaside Atelier",designer,anytime
CUST-0001311,"beauty,men",high,Veloce Luxe,"editorial,athleisure",anytime
CUST-0001312,"women,home",high,,"editorial,contemporary",weekday_evening
CUST-0001313,"beauty,handbags",medium,"Bellezza Studio,Seaside Atelier,Aurelle Couture","editorial,designer",weekend
CUST-0001314,jewelry,low,Luxe & Co.,"classic,designer",weekday_morning
CUST-0001315,women,medium,"Bellezza Studio,Veloce Luxe",contemporary,weekend
CUST-0001316,"shoes,home,beauty",high,Veloce Luxe,"athleisure,designer",weekday_evening
CUST-0001317,"accessories,jewelry",high,"Luxe & Co.,Montclair House,Bellezza Studio",contemporary,weekday_evening
CUST-0001318,"women,shoes,home",low,"Montclair House,Bellezza Studio",athleisure,anytime
CUST-0001319,men,medium,"Luxe & Co.,Seaside Atelier","athleisure,editorial",weekday_morning
CUST-0001320,women,low,Montclair House,classic,weekday_evening
CUST-0001321,"women,accessories",high,"Bellezza Studio,Montclair House,Luxe & Co.","contemporary,classic",weekday_evening
CUST-0001322,"jewelry,beauty",medium,"Seaside Atelier,Montclair House","designer,editorial",weekday_morning
CUST-0001323,accessories,medium,"Veloce Luxe,Montclair House","classic,editorial",weekday_evening
CUST-0001324,"handbags,jewelry,women",high,Veloce Luxe,athleisure,weekend
CUST-0001325,accessories,medium,Montclair House,"editorial,designer",weekend
CUST-0001326,"accessories,jewelry,shoes",medium,,designer,weekend
CUST-0001327,"handbags,jewelry",medium,"Bellezza Studio,Seaside Atelier","designer,athleisure",weekday_morning
CUST-0001328,"women,men",medium,Seaside Atelier,"editorial,contemporary",anytime
CUST-0001329,"accessories,beauty",high,Luxe & Co.,"designer,athleisure",weekend
CUST-0001330,"women,beauty",high,,"athleisure,editorial",anytime
CUST-0001331,"jewelry,handbags,men",medium,"Montclair House,Luxe & Co.,Bellezza Studio",athleisure,anytime
CUST-0001332,"jewelry,home,women",low,Luxe & Co.,"editorial,athleisure",weekday_morning
CUST-0001333,"home,jewelry,beauty",low,"Bellezza Studio,Veloce Luxe,Seaside Atelier",classic,weekend
CUST-0001334,"home,jewelry",medium,"Bellezza Studio,Veloce Luxe,Montclair House",contemporary,weekend
CUST-0001335,men,medium,"Aurelle Couture,Montclair House",designer,weekday_morning
CUST-0001336,"handbags,beauty",medium,Veloce Luxe,contemporary,weekday_evening
CUST-0001337,home,high,"Aurelle Couture,Bellezza Studio,Veloce Luxe",athleisure,anytime
CUST-0001338,"home,jewelry,men",medium,"Bellezza Studio,Montclair House,Seaside Atelier","contemporary,classic",weekday_morning
CUST-0001339,"handbags,jewelry,men",high,"Montclair House,Luxe & Co.",designer,weekday_morning
CUST-0001340,"women,beauty",low,"Bellezza Studio,Montclair House,Aurelle Couture",contemporary,anytime
CUST-0001341,"home,shoes,men",medium,"Bellezza Studio,Veloce Luxe,Luxe & Co.",athleisure,anytime
CUST-0001342,"women,beauty,handbags",medium,,"athleisure,classic",anytime
CUST-0001343,"women,men,beauty",medium,"Bellezza Studio,Luxe & Co.,Aurelle Couture",contemporary,weekend
CUST-0001344,"handbags,jewelry",low,,contemporary,weekday_morning
CUST-0001345,"home,women",medium,"Veloce Luxe,Seaside Atelier,Aurelle Couture","designer,athleisure",weekday_morning
CUST-0001346,"women,beauty,shoes",medium,,"editorial,designer",weekend
CUST-0001347,"men,jewelry,accessories",medium,,contemporary,anytime
CUST-0001348,handbags,high,,designer,weekday_morning
CUST-0001349,"accessories,men",medium,,contemporary,anytime
CUST-0001350,women,medium,"Bellezza Studio,Luxe & Co.,Seaside Atelier",designer,weekend
CUST-0001351,accessories,low,Luxe & Co.,"editorial,classic",weekend
CUST-0001352,accessories,medium,"Bellezza Studio,Seaside Atelier",contemporary,weekend
CUST-0001353,handbags,high,"Luxe & Co.,Veloce Luxe","athleisure,designer",anytime
CUST-0001354,women,medium,Veloce Luxe,"contemporary,designer",anytime
CUST-0001355,"shoes,beauty,home",low,Montclair House,classic,weekday_evening
CUST-0001356,"shoes,men,home",medium,,"editorial,contemporary",anytime
CUST-0001357,"men,jewelry",medium,"Seaside Atelier,Aurelle Couture",editorial,anytime
CUST-0001358,"handbags,accessories",medium,"Aurelle Couture,Seaside Atelier","contemporary,designer",anytime
CUST-0001359,"beauty,home",medium,Aurelle Couture,"athleisure,editorial",anytime
CUST-0001360,beauty,low,"Seaside Atelier,Veloce Luxe,Montclair House","designer,contemporary",weekday_evening
CUST-0001361,"home,shoes",medium,"Seaside Atelier,Veloce Luxe,Bellezza Studio","contemporary,editorial",weekday_morning
CUST-0001362,accessories,medium,"Montclair House,Seaside Atelier,Aurelle Couture","contemporary,designer",weekend
CUST-0001363,"shoes,beauty",low,,"classic,contemporary",weekday_evening
CUST-0001364,"home,beauty",medium,Montclair House,"athleisure,designer",weekday_morning
CUST-0001365,"beauty,home,handbags",medium,"Bellezza Studio,Luxe & Co.","contemporary,editorial",anytime
CUST-0001366,"handbags,men",medium,,"designer,athleisure",weekday_evening
CUST-0001367,"women,jewelry,men",medium,"Aurelle Couture,Veloce Luxe",editorial,anytime
CUST-0001368,shoes,medium,Montclair House,"designer,contemporary",anytime
CUST-0001369,"accessories,beauty",medium,"Aurelle Couture,Montclair House","classic,athleisure",anytime
CUST-0001370,home,high,"Bellezza Studio,Veloce Luxe","designer,contemporary",weekend
CUST-0001371,"home,accessories",high,Veloce Luxe,athleisure,weekday_morning
CUST-0001372,"handbags,beauty,home",medium,"Montclair House,Luxe & Co.","athleisure,classic",weekend
CUST-0001373,handbags,medium,"Aurelle Couture,Veloce Luxe",designer,weekday_evening
CUST-0001374,"shoes,accessories",medium,Veloce Luxe,"classic,editorial",anytime
CUST-0001375,"men,jewelry,women",medium,,"editorial,contemporary",weekday_evening
CUST-0001376,"beauty,women",medium,Montclair House,"designer,editorial",anytime
CUST-0001377,"shoes,beauty,women",low,"Aurelle Couture,Montclair House,Veloce Luxe",athleisure,weekday_evening
CUST-0001378,"shoes,beauty,home",medium,"Seaside Atelier,Montclair House,Luxe & Co.",contemporary,anytime
CUST-0001379,"home,accessories",low,"Seaside Atelier,Veloce Luxe,Montclair House",editorial,weekday_morning
CUST-0001380,shoes,medium,,classic,anytime
CUST-0001381,shoes,high,,classic,weekday_morning
CUST-0001382,"women,home",medium,Montclair House,"athleisure,classic",weekend
CUST-0001383,"men,handbags,home",medium,"Veloce Luxe,Seaside Atelier","editorial,athleisure",anytime
CUST-0001384,"shoes,women",high,"Seaside Atelier,Veloce Luxe,Aurelle Couture","designer,athleisure",weekend
CUST-0001385,shoes,medium,"Veloce Luxe,Bellezza Studio,Montclair House",athleisure,weekend
CUST-0001386,"women,men,home",medium,Seaside Atelier,"contemporary,athleisure",weekday_morning
CUST-0001387,accessories,high,Luxe & Co.,contemporary,weekday_evening
CUST-0001388,"men,shoes",low,,athleisure,weekday_evening
CUST-0001389,home,low,"Aurelle Couture,Bellezza Studio","classic,designer",weekend
CUST-0001390,"handbags,women,beauty",medium,,athleisure,weekday_evening
CUST-0001391,"handbags,accessories,men",low,Luxe & Co.,"editorial,classic",anytime
CUST-0001392,"women,accessories",high,Luxe & Co.,designer,weekend
CUST-0001393,handbags,high,"Luxe & Co.,Veloce Luxe",contemporary,weekday_evening
CUST-0001394,"home,beauty",low,"Veloce Luxe,Seaside Atelier,Montclair House","editorial,designer",weekend
CUST-0001395,"jewelry,women,handbags",medium,"Veloce Luxe,Montclair House",athleisure,anytime
CUST-0001396,"accessories,women,home",high,Aurelle Couture,contemporary,weekend
CUST-0001397,"shoes,handbags",medium,Seaside Atelier,"contemporary,editorial",anytime
CUST-0001398,"men,shoes,beauty",low,Luxe & Co.,"designer,editorial",weekend
CUST-0001399,"women,men,shoes",low,"Luxe & Co.,Bellezza Studio","athleisure,editorial",weekend
CUST-0001400,women,medium,,classic,weekday_morning
CUST-0001401,beauty,high,,editorial,weekday_evening
CUST-0001402,"jewelry,home,men",medium,"Bellezza Studio,Seaside Atelier,Veloce Luxe",contemporary,weekend
CUST-0001403,"home,accessories",medium,Luxe & Co.,"editorial,contemporary",weekday_evening
CUST-0001404,jewelry,low,,"athleisure,editorial",weekend
CUST-0001405,women,medium,"Aurelle Couture,Bellezza Studio","designer,athleisure",weekday_evening
CUST-0001406,"jewelry,beauty,accessories",medium,"Aurelle Couture,Veloce Luxe,Seaside Atelier",athleisure,anytime
CUST-0001407,"women,home",low,Veloce Luxe,contemporary,anytime
CUST-0001408,"handbags,men",high,Seaside Atelier,"designer,contemporary",weekend
CUST-0001409,"women,handbags,shoes",medium,,contemporary,weekday_morning
CUST-0001410,home,high,,"designer,classic",anytime
CUST-0001411,shoes,medium,Veloce Luxe,"athleisure,editorial",weekday_morning
CUST-0001412,"beauty,jewelry,handbags",medium,Luxe & Co.,designer,weekday_morning
CUST-0001413,"beauty,women",medium,,"editorial,classic",weekday_evening
CUST-0001414,accessories,medium,Bellezza Studio,"athleisure,classic",weekday_evening
CUST-0001415,home,medium,"Aurelle Couture,Veloce Luxe","designer,classic",weekday_morning
CUST-0001416,jewelry,low,"Bellezza Studio,Aurelle Couture",designer,weekday_evening
CUST-0001417,jewelry,medium,,"contemporary,classic",weekend
CUST-0001418,men,high,"Seaside Atelier,Aurelle Couture","designer,classic",weekday_morning
CUST-0001419,"home,handbags",medium,Bellezza Studio,designer,weekday_evening
CUST-0001420,home,medium,"Veloce Luxe,Bellezza Studio,Aurelle Couture",designer,weekend
CUST-0001421,shoes,medium,Bellezza Studio,classic,anytime
CUST-0001422,"shoes,men",medium,"Seaside Atelier,Aurelle Couture,Veloce Luxe","athleisure,editorial",weekday_morning
CUST-0001423,women,low,"Luxe & Co.,Montclair House",classic,weekend
CUST-0001424,"accessories,beauty",high,Luxe & Co.,"editorial,classic",weekday_morning
CUST-0001425,"beauty,women,jewelry",high,Bellezza Studio,"athleisure,classic",weekday_evening
CUST-0001426,"beauty,men,shoes",low,Veloce Luxe,contemporary,weekday_evening
CUST-0001427,"jewelry,handbags,home",medium,Bellezza Studio,"editorial,contemporary",weekday_evening
CUST-0001428,handbags,medium,"Seaside Atelier,Veloce Luxe",designer,anytime
CUST-0001429,"accessories,shoes,jewelry",high,,"athleisure,designer",weekday_morning
CUST-0001430,"jewelry,home",low,"Luxe & Co.,Veloce Luxe",contemporary,weekend
CUST-0001431,"shoes,handbags",low,"Veloce Luxe,Luxe & Co.,Seaside Atelier","athleisure,designer",weekday_morning
CUST-0001432,accessories,medium,"Montclair House,Aurelle Couture",contemporary,weekday_morning
CUST-0001433,"men,accessories",medium,,"contemporary,classic",weekday_evening
CUST-0001434,"home,jewelry,men",low,Seaside Atelier,athleisure,weekday_evening
CUST-0001435,"women,accessories",high,"Montclair House,Seaside Atelier","classic,athleisure",weekday_evening
CUST-0001436,"home,women",medium,Montclair House,"designer,editorial",weekday_morning
CUST-0001437,"shoes,beauty,home",medium,Seaside Atelier,"editorial,classic",weekend
CUST-0001438,"beauty,women",high,Bellezza Studio,designer,weekday_evening
CUST-0001439,"home,men,handbags",low,"Veloce Luxe,Bellezza Studio,Aurelle Couture",classic,weekday_morning
CUST-0001440,"women,beauty",low,Seaside Atelier,designer,weekday_evening
CUST-0001441,"women,beauty",medium,"Bellezza Studio,Montclair House,Aurelle Couture",athleisure,anytime
CUST-0001442,"men,beauty,women",low,Seaside Atelier,designer,weekend
CUST-0001443,accessories,medium,"Seaside Atelier,Luxe & Co.,Bellezza Studio","editorial,classic",anytime
CUST-0001444,"women,accessories,handbags",medium,"Aurelle Couture,Veloce Luxe,Luxe & Co.",designer,weekday_morning
CUST-0001445,women,medium,Aurelle Couture,classic,anytime
CUST-0001446,men,medium,Luxe & Co.,"contemporary,designer",anytime
CUST-0001447,"accessories,men,shoes",medium,Veloce Luxe,editorial,weekday_morning
CUST-0001448,jewelry,high,Bellezza Studio,athleisure,weekend
CUST-0001449,accessories,medium,"Luxe & Co.,Veloce Luxe,Montclair House",contemporary,anytime
CUST-0001450,women,medium,"Bellezza Studio,Veloce Luxe","designer,editorial",weekend
CUST-0001451,"beauty,women,men",medium,Montclair House,"designer,classic",anytime
CUST-0001452,"women,jewelry",medium,Montclair House,"designer,contemporary",weekday_evening
CUST-0001453,accessories,high,,"editorial,designer",anytime
CUST-0001454,"men,beauty",medium,Aurelle Couture,"contemporary,editorial",weekend
CUST-0001455,men,medium,"Luxe & Co.,Veloce Luxe,Montclair House","editorial,contemporary",anytime
CUST-0001456,"shoes,accessories,home",medium,"Luxe & Co.,Montclair House",editorial,weekend
CUST-0001457,"handbags,shoes,home",medium,,designer,anytime
CUST-0001458,shoes,high,Aurelle Couture,designer,weekend
CUST-0001459,"jewelry,accessories,beauty",low,Aurelle Couture,"athleisure,classic",anytime
CUST-0001460,"home,handbags,accessories",medium,"Luxe & Co.,Seaside Atelier",contemporary,weekday_evening
CUST-0001461,"beauty,men,home",low,Aurelle Couture,"contemporary,designer",weekday_morning
CUST-0001462,accessories,high,,"editorial,athleisure",anytime
CUST-0001463,"men,shoes",medium,"Montclair House,Bellezza Studio,Luxe & Co.",athleisure,weekday_morning
